report_no,incident_time,complaint_type,cctv_flag,precinct_code,area_code,area_name,cctv_count,population_density,rounds_per_day,crime_code,crime_type,weapon_code,weapon_desc,case_status_code,case_status_desc,victim_code,victim_name,victim_sex,victim_age,was_victim_alone,is_victim_insured,offender_code,offender_name,offender_sex,offender_age,repeated_offender,no_of_offences,offender_relation,officer_code,officer_name,officer_sex,avg_close_days,week_number
200104435,19:00:00,Phone,TRUE,3,336,Van Nuys,250,4149,9,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,48758,Howard,M,36,Yes,Yes,230873,Lacy,M,34,Yes,3,No,1029,Keysean,M,9,2
200104440,01:21:00,Phone,TRUE,2,323,Northeast,255,4100,9,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,97065,Alexis,F,53,Yes,Yes,1074540,Judah,M,40,Yes,2,No,4011,Nyiesha,F,9,2
200104443,20:30:00,In-Person,FALSE,4,425,Rampart,165,8500,5,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,40859,Erin,F,60,Yes,Yes,1948142,Kiera,M,41,Yes,1,No,2036,Tasean,M,8,2
200104444,01:00:00,Phone,TRUE,3,336,Van Nuys,250,4149,9,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,110686,Fred,M,36,Yes,Yes,287402,Malinda,M,39,Yes,5,No,3246,Bonnell,F,9,2
200104449,07:35:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,99999,Logan,M,54,Yes,Yes,65378,Maddison,M,37,Yes,4,No,3246,Bonnell,F,9,2
200104450,09:05:00,In-Person,FALSE,4,425,Rampart,165,8500,5,740,VANDALISM - FELONY ($400 & OVE,200,KNIFE WITH BLADE 6INCHES OR LE,IC,Invest Cont,28881,Isabella,F,32,Yes,Yes,559590,Corrine,M,41,Yes,7,No,2036,Tasean,M,8,2
200104451,07:45:00,In-Person,FALSE,2,322,Southwest,168,7800,8,910,KIDNAPPING,308,STICK,IC,Invest Cont,13668,Tammy,F,4,Yes,Yes,58389,Madalyn,M,35,Yes,7,No,4011,Nyiesha,F,9,2
200104452,09:20:00,Phone,FALSE,2,322,Southwest,168,7800,8,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,16692,Louise,F,42,Yes,Yes,1499509,Emerson,M,37,Yes,3,No,1023,Everrett,M,12,2
200104455,04:00:00,In-Person,FALSE,6,990,Hollenbeck,170,6686,5,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,63684,Florence,F,50,Yes,Yes,1178451,Mara,M,37,Yes,3,No,2037,Traivon,M,12,2
200104456,13:00:00,Phone,TRUE,2,261,77th Street,150,8889,9,341,THEFT-GRAND ($950.01 & OVER)EX,208,RAZOR,IC,Invest Cont,48021,Randy,M,46,Yes,Yes,916931,Elnora,M,34,Yes,3,No,1023,Everrett,M,12,2
200104459,19:40:00,Phone,TRUE,2,322,Southwest,168,7800,8,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,11679,Bradley,M,50,Yes,Yes,2208196,Dorian,M,35,Yes,4,No,3247,Christon,F,14,2
200104462,17:58:00,Phone,FALSE,4,425,Rampart,165,8500,5,480,BIKE - STOLEN,504,DEMAND NOTE,IC,Invest Cont,14936,Kathy,F,31,Yes,Yes,66036,Susana,M,36,Yes,5,No,3261,Lorian,F,10,2
200104466,10:20:00,In-Person,FALSE,7,1001,Hollywood,280,3200,8,860,BATTERY WITH SEXUAL CONTACT,201,KNIFE WITH BLADE OVER 6 INCHES,IC,Invest Cont,122147,Lois,F,4,Yes,Yes,562937,Kaylie,M,33,Yes,3,No,5555,Shaaron,F,13,2
200104470,19:30:00,Phone,FALSE,2,323,Northeast,255,4100,9,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,108450,Anne,F,30,Yes,Yes,259719,Erwin,M,40,Yes,3,No,4011,Nyiesha,F,9,2
200104473,12:00:00,In-Person,TRUE,3,336,Van Nuys,250,4149,9,331,THEFT FROM MOTOR VEHICLE - GRA,312,PIPE/METAL PIPE,IC,Invest Cont,44924,Bonnie,F,32,Yes,Yes,1336960,Brendon,M,37,Yes,3,No,1029,Keysean,M,9,2
200104474,18:30:00,In-Person,FALSE,4,425,Rampart,165,8500,5,888,TRESPASSING,501,BOMB THREAT,IC,Invest Cont,121683,Victor,M,59,Yes,Yes,1720878,Rhett,M,39,Yes,4,No,3261,Lorian,F,10,2
200104475,09:00:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,740,VANDALISM - FELONY ($400 & OVE,200,KNIFE WITH BLADE 6INCHES OR LE,IC,Invest Cont,20696,Taylor,F,52,Yes,Yes,453846,Skye,M,39,Yes,3,No,3246,Bonnell,F,9,2
200104476,21:30:00,In-Person,TRUE,6,990,Hollenbeck,170,6686,5,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,37965,Travis,M,48,Yes,Yes,954695,Tabatha,M,31,Yes,1,No,2037,Traivon,M,12,2
200104477,15:00:00,Phone,TRUE,3,336,Van Nuys,250,4149,9,930,CRIMINAL THREATS - NO WEAPON D,212,BOTTLE,IC,Invest Cont,7139,Phyllis,F,35,Yes,Yes,1018230,Tanisha,M,32,Yes,3,No,1029,Keysean,M,9,2
200104488,04:30:00,Phone,FALSE,2,261,77th Street,150,8889,9,442,SHOPLIFTING - PETTY THEFT ($95,400,"STRONG-ARM (HANDS, FIST, FEET ",IC,Invest Cont,122577,Shawn,M,39,Yes,Yes,1678132,Elton,M,41,Yes,3,No,4011,Nyiesha,F,9,2
200104489,08:00:00,Phone,FALSE,4,425,Rampart,165,8500,5,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,85302,Phillip,M,37,Yes,Yes,1248152,Johnie,M,36,Yes,7,No,3261,Lorian,F,10,2
200104498,21:40:00,Phone,FALSE,3,371,West LA,244,5500,9,220,ATTEMPTED ROBBERY,219,SCREWDRIVER,IC,Invest Cont,79354,Shannon,F,4,Yes,Yes,1635567,Ruthie,M,33,Yes,1,No,1029,Keysean,M,9,2
200104499,19:00:00,In-Person,TRUE,2,322,Southwest,168,7800,8,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,13068,Martin,M,55,Yes,Yes,171366,Silvia,M,36,Yes,2,No,4011,Nyiesha,F,9,2
200104500,20:00:00,Phone,TRUE,6,990,Hollenbeck,170,6686,5,625,OTHER ASSAULT,104,SHOTGUN,IC,Invest Cont,33174,Johnny,M,38,Yes,Yes,356616,Elyse,M,39,Yes,3,No,2037,Traivon,M,12,2
200104501,03:15:00,Phone,TRUE,2,261,77th Street,150,8889,9,350,"THEFT, PERSON",221,GLASS,AA,Adult Arrest,33825,Craig,M,34,Yes,Yes,777661,Neva,M,41,Yes,7,No,1023,Everrett,M,12,2
200104503,01:17:00,Phone,FALSE,3,371,West LA,244,5500,9,755,BOMB SCARE,301,BELT FLAILING INSTRUMENT/CHAIN,IC,Invest Cont,12545,Allison,F,38,Yes,Yes,2168178,Nathanael,M,30,Yes,3,No,4004,Mirakle,F,9,2
200104505,19:17:00,In-Person,FALSE,4,425,Rampart,165,8500,5,442,SHOPLIFTING - PETTY THEFT ($95,400,"STRONG-ARM (HANDS, FIST, FEET ",IC,Invest Cont,13700,Bobby,M,42,Yes,Yes,621357,Noreen,M,36,Yes,4,No,3261,Lorian,F,10,2
200104507,03:00:00,Phone,FALSE,7,1001,Hollywood,280,3200,8,331,THEFT FROM MOTOR VEHICLE - GRA,312,PIPE/METAL PIPE,IC,Invest Cont,109499,Alyssa,F,60,Yes,Yes,2178817,Kamryn,M,31,Yes,7,No,5100,Rheda,F,12,2
200104511,04:00:00,In-Person,FALSE,7,1001,Hollywood,280,3200,8,236,INTIMATE PARTNER - AGGRAVATED,205,KITCHEN KNIFE,AA,Adult Arrest,103780,Ella,F,49,Yes,Yes,1007841,Sammie,M,33,Yes,4,No,5555,Shaaron,F,13,2
200104513,20:00:00,In-Person,TRUE,6,990,Hollenbeck,170,6686,5,510,VEHICLE - STOLEN,207,OTHER KNIFE,IC,Invest Cont,17841,Josephine,F,52,Yes,Yes,2064919,Marlin,M,31,Yes,6,No,3262,Lucyle,F,11,2
200104522,20:20:00,Phone,TRUE,6,990,Hollenbeck,170,6686,5,910,KIDNAPPING,308,STICK,IC,Invest Cont,15403,Ernest,M,4,Yes,Yes,1309603,Mavis,M,30,Yes,3,No,3262,Lucyle,F,11,2
200104524,01:00:00,Phone,TRUE,6,990,Hollenbeck,170,6686,5,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,37612,Stanley,M,37,Yes,Yes,1868653,Keaton,M,32,Yes,3,No,2037,Traivon,M,12,2
200104526,15:00:00,Phone,TRUE,2,261,77th Street,150,8889,9,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,87012,Cody,M,4,Yes,Yes,839668,Titus,M,32,Yes,3,No,1023,Everrett,M,12,2
200104527,10:00:00,Phone,TRUE,6,990,Hollenbeck,170,6686,5,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,31401,Clarence,M,50,Yes,Yes,974208,Karissa,M,33,Yes,4,No,2037,Traivon,M,12,2
200104534,09:50:00,In-Person,TRUE,2,261,77th Street,150,8889,9,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,53688,Elijah,M,48,Yes,Yes,168991,Cadence,M,32,Yes,3,No,1023,Everrett,M,12,2
200104545,05:10:00,Phone,FALSE,2,323,Northeast,255,4100,9,341,THEFT-GRAND ($950.01 & OVER)EX,208,RAZOR,IC,Invest Cont,57014,Leonard,M,36,Yes,Yes,319817,Christian,M,30,Yes,2,No,1023,Everrett,M,12,2
200104547,17:53:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,341,THEFT-GRAND ($950.01 & OVER)EX,208,RAZOR,IC,Invest Cont,80047,Carlos,M,53,Yes,Yes,1014118,Lauryn,M,30,Yes,1,No,3246,Bonnell,F,9,2
200104548,17:30:00,Phone,TRUE,1,223,West Valley,268,3950,8,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,111228,Dawn,F,49,Yes,Yes,1033265,Elinor,M,35,Yes,6,No,4111,Rakayla,F,8,2
200104549,01:00:00,Phone,FALSE,1,223,West Valley,268,3950,8,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,16115,Robin,F,36,Yes,Yes,328632,Noemi,M,40,Yes,6,No,4111,Rakayla,F,8,2
200104550,08:45:00,In-Person,TRUE,2,322,Southwest,168,7800,8,740,VANDALISM - FELONY ($400 & OVE,200,KNIFE WITH BLADE 6INCHES OR LE,IC,Invest Cont,29215,Edna,F,48,Yes,Yes,1896162,Raphael,M,30,Yes,3,No,1023,Everrett,M,12,2
200104551,13:00:00,In-Person,FALSE,3,371,West LA,244,5500,9,761,BRANDISH WEAPON,307,VEHICLE,IC,Invest Cont,118391,Cameron,M,36,Yes,Yes,1644249,Vaughn,M,39,Yes,1,No,1029,Keysean,M,9,2
200104556,02:00:00,Phone,FALSE,1,223,West Valley,268,3950,8,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,22720,Caleb,M,39,Yes,Yes,872957,Leonel,M,35,Yes,2,No,4111,Rakayla,F,8,2
200104558,08:20:00,Phone,FALSE,6,990,Hollenbeck,170,6686,5,626,INTIMATE PARTNER - SIMPLE ASSA,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,13967,Eleanor,F,57,Yes,Yes,1102479,Kurtis,M,32,Yes,1,No,2037,Traivon,M,12,2
200104573,05:40:00,Phone,FALSE,6,990,Hollenbeck,170,6686,5,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,57998,Isaac,M,32,Yes,Yes,1467585,Nova,M,36,Yes,3,No,3262,Lucyle,F,11,2
200104576,16:00:00,In-Person,FALSE,6,990,Hollenbeck,170,6686,5,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,123247,Todd,M,38,Yes,Yes,2380769,Jase,M,36,Yes,1,No,2037,Traivon,M,12,2
200104577,19:00:00,In-Person,FALSE,2,323,Northeast,255,4100,9,510,VEHICLE - STOLEN,207,OTHER KNIFE,IC,Invest Cont,100775,Jamie,F,33,Yes,Yes,1048605,Yasmin,M,33,Yes,3,No,4011,Nyiesha,F,9,2
200104578,23:50:00,In-Person,TRUE,3,336,Van Nuys,250,4149,9,888,TRESPASSING,501,BOMB THREAT,IC,Invest Cont,69879,Earl,M,39,Yes,Yes,265258,Tatum,M,40,Yes,2,No,3246,Bonnell,F,9,2
200104579,19:20:00,Phone,FALSE,1,223,West Valley,268,3950,8,310,BURGLARY,113,SIMULATED GUN,IC,Invest Cont,59278,Francis,M,52,Yes,Yes,653448,Kristian,M,36,Yes,3,No,4111,Rakayla,F,8,2
200104580,16:30:00,In-Person,TRUE,6,990,Hollenbeck,170,6686,5,480,BIKE - STOLEN,504,DEMAND NOTE,IC,Invest Cont,97853,Jimmy,M,37,Yes,Yes,534312,Barrett,M,30,Yes,3,No,2037,Traivon,M,12,2
200104582,08:00:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,910,KIDNAPPING,308,STICK,IC,Invest Cont,11101,Mason,M,4,Yes,Yes,757706,Elwood,M,36,Yes,3,No,1029,Keysean,M,9,2
200104584,01:00:00,In-Person,TRUE,3,371,West LA,244,5500,9,662,"BUNCO, GRAND THEFT",512,MACE/PEPPER SPRAY,IC,Invest Cont,102948,Audrey,F,50,Yes,Yes,1784735,Elvin,M,34,Yes,6,No,3246,Bonnell,F,9,2
200104586,16:10:00,Phone,FALSE,1,223,West Valley,268,3950,8,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,38829,Rita,F,38,Yes,Yes,1130234,Norbert,M,35,Yes,3,No,4111,Rakayla,F,8,2
200104588,01:00:00,Phone,FALSE,2,261,77th Street,150,8889,9,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,11905,Luke,M,54,Yes,Yes,2278426,Dorthy,M,39,Yes,3,No,1023,Everrett,M,12,2
200104590,17:50:00,Phone,TRUE,6,990,Hollenbeck,170,6686,5,442,SHOPLIFTING - PETTY THEFT ($95,400,"STRONG-ARM (HANDS, FIST, FEET ",IC,Invest Cont,34598,Dale,M,42,Yes,Yes,715923,Gale,M,30,Yes,4,No,3262,Lucyle,F,11,2
200104594,21:45:00,Phone,TRUE,3,336,Van Nuys,250,4149,9,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,43461,Alex,M,52,Yes,Yes,880915,Lia,M,36,Yes,3,No,1029,Keysean,M,9,2
200104598,22:00:00,Phone,TRUE,6,990,Hollenbeck,170,6686,5,745,VANDALISM - MISDEAMEANOR ($399,306,ROCK/THROWN OBJECT,IC,Invest Cont,21174,Paula,F,41,Yes,Yes,564128,Reynaldo,M,34,Yes,3,No,3262,Lucyle,F,11,2
200104603,07:00:00,Phone,TRUE,1,223,West Valley,268,3950,8,480,BIKE - STOLEN,504,DEMAND NOTE,AA,Adult Arrest,12605,Clara,F,44,Yes,Yes,969204,Nelda,M,40,Yes,2,No,4111,Rakayla,F,8,2
200104606,00:30:00,In-Person,FALSE,3,371,West LA,244,5500,9,910,KIDNAPPING,308,STICK,IC,Invest Cont,22627,Wanda,F,15,Yes,Yes,1313871,Phil,M,37,Yes,3,No,3246,Bonnell,F,9,2
200104609,15:55:00,Phone,TRUE,6,990,Hollenbeck,170,6686,5,220,ATTEMPTED ROBBERY,219,SCREWDRIVER,IC,Invest Cont,55270,Joel,M,5,Yes,Yes,224019,Ashton,M,41,Yes,3,No,3259,Kla,F,8,2
200104610,17:30:00,In-Person,FALSE,1,223,West Valley,268,3950,8,510,VEHICLE - STOLEN,207,OTHER KNIFE,IC,Invest Cont,16406,Tina,F,42,Yes,Yes,2246656,Tristen,M,37,Yes,1,No,4111,Rakayla,F,8,2
200104613,08:00:00,In-Person,TRUE,3,371,West LA,244,5500,9,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,69255,Evan,M,44,Yes,Yes,1893402,Dolly,M,36,Yes,3,No,2035,Rue,M,12,2
200104616,19:30:00,Phone,TRUE,6,990,Hollenbeck,170,6686,5,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,77255,Norma,F,52,Yes,Yes,1136804,Romeo,M,33,Yes,3,No,3262,Lucyle,F,11,2
200104617,14:15:00,Phone,TRUE,6,990,Hollenbeck,170,6686,5,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,122137,Luis,M,57,Yes,Yes,334572,Louisa,M,37,Yes,3,No,3262,Lucyle,F,11,2
200104619,13:00:00,In-Person,FALSE,2,261,77th Street,150,8889,9,341,THEFT-GRAND ($950.01 & OVER)EX,208,RAZOR,IC,Invest Cont,97852,Courtney,F,53,Yes,Yes,899217,Aden,M,33,Yes,3,No,1023,Everrett,M,12,2
200104657,10:15:00,In-Person,FALSE,1,223,West Valley,268,3950,8,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,63240,Ethel,F,5,Yes,Yes,1514806,Terrie,M,35,Yes,6,No,4111,Rakayla,F,8,2
200104658,09:30:00,In-Person,FALSE,1,223,West Valley,268,3950,8,946,OTHER MISCELLANEOUS CRIME,204,FOLDING KNIFE,IC,Invest Cont,66334,Nathaniel,M,55,Yes,Yes,1288202,Latisha,M,36,Yes,6,No,4444,Miciah,F,8,2
200104660,23:30:00,Phone,TRUE,6,990,Hollenbeck,170,6686,5,740,VANDALISM - FELONY ($400 & OVE,200,KNIFE WITH BLADE 6INCHES OR LE,IC,Invest Cont,108970,Wendy,F,58,Yes,Yes,2292692,Catalina,M,36,Yes,1,No,3262,Lucyle,F,11,2
200104663,15:39:00,Phone,TRUE,1,223,West Valley,268,3950,8,442,SHOPLIFTING - PETTY THEFT ($95,400,"STRONG-ARM (HANDS, FIST, FEET ",IC,Invest Cont,121724,Ellen,F,38,Yes,Yes,1745120,Perla,M,35,Yes,6,No,4111,Rakayla,F,8,2
200104664,19:00:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,236,INTIMATE PARTNER - AGGRAVATED,205,KITCHEN KNIFE,AA,Adult Arrest,114274,Leslie,F,59,Yes,Yes,1428551,Derick,M,35,Yes,6,No,3246,Bonnell,F,9,2
200104670,21:00:00,Phone,FALSE,6,990,Hollenbeck,170,6686,5,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,82377,Marjorie,F,59,Yes,Yes,1535000,Mikaela,M,31,Yes,6,No,3262,Lucyle,F,11,2
200104673,10:00:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,341,THEFT-GRAND ($950.01 & OVER)EX,208,RAZOR,IC,Invest Cont,91864,Vanessa,F,46,Yes,Yes,1197181,Adalyn,M,32,Yes,5,No,1029,Keysean,M,9,2
200104674,21:30:00,In-Person,FALSE,6,990,Hollenbeck,170,6686,5,236,INTIMATE PARTNER - AGGRAVATED,205,KITCHEN KNIFE,AA,Adult Arrest,112246,Allen,M,38,Yes,Yes,1565976,Maura,M,31,Yes,6,No,3262,Lucyle,F,11,2
200104682,16:50:00,Phone,TRUE,3,371,West LA,244,5500,9,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,534,Valerie,F,36,Yes,Yes,2185143,Precious,M,37,Yes,6,No,3246,Bonnell,F,9,2
200104683,14:45:00,Phone,TRUE,3,336,Van Nuys,250,4149,9,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,9069,Carrie,F,31,Yes,Yes,1814348,Alessandra,M,33,Yes,4,No,1029,Keysean,M,9,2
200104690,14:00:00,Phone,FALSE,2,322,Southwest,168,7800,8,331,THEFT FROM MOTOR VEHICLE - GRA,312,PIPE/METAL PIPE,IC,Invest Cont,82003,Ava,F,55,Yes,Yes,2269985,Nathalie,M,41,Yes,6,No,1023,Everrett,M,12,2
200104691,19:00:00,Phone,FALSE,3,371,West LA,244,5500,9,350,"THEFT, PERSON",221,GLASS,IC,Invest Cont,28974,Eva,F,56,Yes,Yes,711242,Carmella,M,31,Yes,6,No,3246,Bonnell,F,9,2
200104696,08:55:00,Phone,TRUE,6,990,Hollenbeck,170,6686,5,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,103350,Frederick,M,32,Yes,Yes,126106,Susanna,M,41,Yes,4,No,3262,Lucyle,F,11,2
200104697,18:30:00,Phone,FALSE,3,371,West LA,244,5500,9,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,3913,Curtis,M,47,Yes,Yes,676626,Melisa,M,39,Yes,1,No,1029,Keysean,M,9,2
200104700,18:45:00,Phone,FALSE,1,223,West Valley,268,3950,8,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,27809,Edith,F,35,Yes,Yes,683947,Baylee,M,31,Yes,6,No,4111,Rakayla,F,8,2
200104702,04:35:00,Phone,FALSE,2,261,77th Street,150,8889,9,745,VANDALISM - MISDEAMEANOR ($399,306,ROCK/THROWN OBJECT,IC,Invest Cont,66103,Connie,F,42,Yes,Yes,293387,Vicente,M,31,Yes,6,No,1023,Everrett,M,12,2
200104703,14:00:00,In-Person,TRUE,1,223,West Valley,268,3950,8,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,83414,Lucas,M,56,Yes,Yes,1170582,Aron,M,37,Yes,1,No,4111,Rakayla,F,8,2
200104704,21:00:00,Phone,TRUE,1,223,West Valley,268,3950,8,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,39187,Gladys,F,60,Yes,Yes,1845741,Sybil,M,31,Yes,6,No,4111,Rakayla,F,8,2
200104706,14:40:00,Phone,TRUE,6,990,Hollenbeck,170,6686,5,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,8086,Cindy,F,55,Yes,Yes,739039,Paxton,M,40,Yes,6,No,2037,Traivon,M,12,2
200104708,14:30:00,In-Person,TRUE,3,371,West LA,244,5500,9,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,13258,Tracy,F,33,Yes,Yes,1250061,Cash,M,40,Yes,4,No,3246,Bonnell,F,9,2
200104711,22:00:00,In-Person,FALSE,6,990,Hollenbeck,170,6686,5,815,SEXUAL PENETRATION W/FOREIGN O,110,SEMI-AUTOMATIC RIFLE,IC,Invest Cont,56276,Monica,F,59,Yes,Yes,2121496,Jayda,M,35,Yes,6,No,2037,Traivon,M,12,2
200104713,11:00:00,Phone,FALSE,1,223,West Valley,268,3950,8,900,VIOLATION OF COURT ORDER,223,UNKNOWN TYPE CUTTING INSTRUMEN,IC,Invest Cont,51140,Norman,M,49,Yes,Yes,1036343,Danna,M,41,Yes,2,No,4111,Rakayla,F,8,2
200104715,10:45:00,Phone,TRUE,3,336,Van Nuys,250,4149,9,510,VEHICLE - STOLEN,207,OTHER KNIFE,IC,Invest Cont,117296,Esther,F,55,Yes,Yes,1842409,Kelsie,M,32,Yes,6,No,7010,Syann,F,9,2
200104717,11:30:00,In-Person,TRUE,4,425,Rampart,165,8500,5,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,4723,Melanie,F,51,Yes,Yes,2319430,Kassidy,M,40,Yes,1,No,4005,Nabeeha,F,10,2
200104718,13:15:00,Phone,TRUE,3,371,West LA,244,5500,9,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,32093,Brianna,F,58,Yes,Yes,1868152,Esperanza,M,30,Yes,5,No,1029,Keysean,M,9,2
200104719,12:00:00,In-Person,FALSE,6,990,Hollenbeck,170,6686,5,341,THEFT-GRAND ($950.01 & OVER)EX,208,RAZOR,IC,Invest Cont,9522,Antonio,M,60,Yes,Yes,468012,Sage,M,39,Yes,6,No,2037,Traivon,M,12,2
