report_no,incident_time,complaint_type,cctv_flag,precinct_code,area_code,area_name,cctv_count,population_density,rounds_per_day,crime_code,crime_type,weapon_code,weapon_desc,case_status_code,case_status_desc,victim_code,victim_name,victim_sex,victim_age,was_victim_alone,is_victim_insured,offender_code,offender_name,offender_sex,offender_age,repeated_offender,no_of_offences,offender_relation,officer_code,officer_name,officer_sex,avg_close_days,week_number
200105117,17:20:00,Phone,FALSE,6,990,Hollenbeck,170,6686,5,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,94209,Kristina,F,35,Yes,No,2163243,Augusta,M,31,Yes,4,No,1024,Izreal,M,9,3
200105118,16:30:00,Phone,FALSE,7,1001,Hollywood,280,3200,8,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,37540,Shelby,F,57,Yes,Yes,1279404,Destinee,M,32,Yes,1,No,3263,Lundon,F,9,3
200105120,13:25:00,In-Person,FALSE,2,323,Northeast,255,4100,9,442,SHOPLIFTING - PETTY THEFT ($95,400,"STRONG-ARM (HANDS, FIST, FEET ",IC,Invest Cont,59530,Terri,F,60,Yes,No,240933,William,M,30,No,0,No,3249,Cledith,F,13,3
200105121,21:00:00,Phone,FALSE,6,990,Hollenbeck,170,6686,5,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,93791,Destiny,F,31,Yes,No,2255622,Kathrine,M,37,Yes,5,No,1024,Izreal,M,9,3
200105126,19:00:00,In-Person,FALSE,3,371,West LA,244,5500,9,230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,IC,Invest Cont,105682,Vernon,M,48,Yes,Yes,1073551,Miracle,M,37,No,0,No,2038,Veldon,M,11,3
200105131,16:40:00,Phone,FALSE,4,425,Rampart,165,8500,5,442,SHOPLIFTING - PETTY THEFT ($95,400,"STRONG-ARM (HANDS, FIST, FEET ",IC,Invest Cont,79121,Paige,F,38,Yes,No,2325064,Kaleigh,M,40,Yes,6,No,4112,Rashae,F,14,3
200105132,02:00:00,Phone,FALSE,6,990,Hollenbeck,170,6686,5,626,INTIMATE PARTNER - SIMPLE ASSA,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,5311,Marc,M,33,Yes,Yes,1997387,Mina,M,40,No,0,No,1024,Izreal,M,9,3
200105133,19:30:00,In-Person,FALSE,7,1001,Hollywood,280,3200,8,910,KIDNAPPING,308,STICK,IC,Invest Cont,81411,Violet,F,5,Yes,No,1391392,Aniya,M,39,Yes,7,No,3263,Lundon,F,9,3
200105134,15:00:00,Phone,FALSE,4,425,Rampart,165,8500,5,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,277,Willie,F,37,Yes,No,1298380,Barney,M,33,No,0,No,4112,Rashae,F,14,3
200105135,19:30:00,Phone,FALSE,1,223,West Valley,268,3950,8,910,KIDNAPPING,308,STICK,IC,Invest Cont,76344,Arlene,F,6,Yes,No,953911,Monroe,M,40,Yes,3,No,1031,Kowen,M,13,3
200105139,19:00:00,Phone,FALSE,1,223,West Valley,268,3950,8,902,VIOLATION OF TEMPORARY RESTRAI,211,AXE,IC,Invest Cont,64039,Sue,F,48,Yes,No,2272918,Adelyn,M,34,No,0,No,1031,Kowen,M,13,3
200105140,22:15:00,Phone,FALSE,7,1001,Hollywood,280,3200,8,946,OTHER MISCELLANEOUS CRIME,204,FOLDING KNIFE,IC,Invest Cont,67303,Cole,M,52,Yes,No,1500942,Jamar,M,35,Yes,1,No,3263,Lundon,F,9,3
200105142,19:30:00,Phone,FALSE,4,425,Rampart,165,8500,5,745,VANDALISM - MISDEAMEANOR ($399,306,ROCK/THROWN OBJECT,IC,Invest Cont,122112,Daisy,F,47,Yes,Yes,2350279,Phoenix,M,31,Yes,1,No,1034,Press,M,14,3
200105144,19:00:00,In-Person,FALSE,4,425,Rampart,165,8500,5,480,BIKE - STOLEN,504,DEMAND NOTE,IC,Invest Cont,117109,Sabrina,F,55,Yes,No,471073,Kinley,M,39,No,0,No,4112,Rashae,F,14,3
200105148,15:30:00,In-Person,FALSE,4,425,Rampart,165,8500,5,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,14966,Carmen,F,52,Yes,No,2295256,Carina,M,31,Yes,2,No,4112,Rashae,F,14,3
200105151,16:00:00,Phone,FALSE,2,322,Southwest,168,7800,8,664,"BUNCO, PETTY THEFT",103,RIFLE,AO,Adult Other,71994,Marian,F,48,Yes,Yes,622091,Terra,M,33,Yes,4,No,3249,Cledith,F,13,3
200105152,09:10:00,Phone,FALSE,1,223,West Valley,268,3950,8,625,OTHER ASSAULT,104,SHOTGUN,IC,Invest Cont,93782,Vera,F,34,Yes,Yes,117288,Earnestine,M,35,Yes,4,No,1031,Kowen,M,13,3
200105154,11:45:00,Phone,FALSE,7,1001,Hollywood,280,3200,8,626,INTIMATE PARTNER - SIMPLE ASSA,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,19676,Constance,F,51,Yes,No,1776111,Janell,M,32,No,0,No,3263,Lundon,F,9,3
200105157,15:15:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,123624,Deanna,F,30,Yes,No,1059905,Blair,M,31,Yes,2,No,1026,Jermale,M,9,3
200105158,18:15:00,In-Person,FALSE,3,336,Van Nuys,250,4149,9,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,58212,Wilma,F,33,Yes,Yes,1873877,Kellen,M,34,No,0,No,3246,Bonnell,F,9,3
200105159,16:14:00,Phone,FALSE,6,990,Hollenbeck,170,6686,5,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,109374,Colin,M,52,Yes,Yes,374487,Fernanda,M,40,No,0,No,1024,Izreal,M,9,3
200105164,13:45:00,Phone,FALSE,3,371,West LA,244,5500,9,740,VANDALISM - FELONY ($400 & OVE,200,KNIFE WITH BLADE 6INCHES OR LE,IC,Invest Cont,26293,Melinda,F,34,Yes,Yes,1198638,Mari,M,30,No,0,No,2038,Veldon,M,11,3
200105166,08:35:00,In-Person,FALSE,4,425,Rampart,165,8500,5,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,95196,Tom,M,50,Yes,Yes,864239,Roseann,M,35,No,0,No,4112,Rashae,F,14,3
200105176,15:40:00,In-Person,FALSE,1,223,West Valley,268,3950,8,442,SHOPLIFTING - PETTY THEFT ($95,400,"STRONG-ARM (HANDS, FIST, FEET ",IC,Invest Cont,17291,Lena,F,31,Yes,No,1305677,Regan,M,34,No,0,No,1031,Kowen,M,13,3
200105184,14:30:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,10170,Tamara,F,53,Yes,No,1480733,Maximilian,M,30,Yes,2,No,2038,Veldon,M,11,3
200105186,14:00:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,11192,Joy,F,30,Yes,Yes,298237,Rashad,M,36,No,0,No,2038,Veldon,M,11,3
200105187,12:00:00,In-Person,FALSE,4,425,Rampart,165,8500,5,442,SHOPLIFTING - PETTY THEFT ($95,400,"STRONG-ARM (HANDS, FIST, FEET ",IC,Invest Cont,122580,Faith,F,56,Yes,No,296505,Adrian,M,35,No,0,No,3223,Anayely,F,11,3
200105188,03:00:00,In-Person,FALSE,2,261,77th Street,150,8889,9,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,3727,Clayton,M,36,Yes,Yes,1409768,Joesph,M,37,Yes,3,No,3247,Christon,F,14,3
200105191,02:05:00,In-Person,FALSE,2,261,77th Street,150,8889,9,230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,AA,Adult Arrest,23579,Maurice,M,48,Yes,Yes,726248,Dee,M,39,No,0,No,1023,Everrett,M,12,3
200105192,02:05:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,AA,Adult Arrest,45015,Gabrielle,F,53,Yes,No,664128,Mohamed,M,37,Yes,1,No,2038,Veldon,M,11,3
200105193,02:05:00,In-Person,FALSE,3,336,Van Nuys,250,4149,9,740,VANDALISM - FELONY ($400 & OVE,200,KNIFE WITH BLADE 6INCHES OR LE,AA,Adult Arrest,59062,Cory,M,59,Yes,No,124504,Irwin,M,40,No,0,No,2038,Veldon,M,11,3
200105194,22:00:00,Phone,TRUE,3,336,Van Nuys,250,4149,9,210,ROBBERY,515,PHYSICAL PRESENCE,IC,Invest Cont,14758,Franklin,M,39,Yes,No,365026,Graciela,M,35,Yes,1,No,7010,Syann,F,9,3
200105201,06:00:00,In-Person,FALSE,3,371,West LA,244,5500,9,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,57818,Ivan,M,49,Yes,No,1192111,Margery,M,37,No,0,No,2038,Veldon,M,11,3
200105202,20:15:00,Phone,FALSE,2,261,77th Street,150,8889,9,920,KIDNAPPING - GRAND ATTEMPT,115,ASSAULT WEAPON/UZI/AK47/ETC,IC,Invest Cont,73813,Xavier,M,50,Yes,Yes,1993429,Kareem,M,32,No,0,No,4011,Nyiesha,F,9,3
200105204,22:22:00,Phone,FALSE,2,322,Southwest,168,7800,8,740,VANDALISM - FELONY ($400 & OVE,200,KNIFE WITH BLADE 6INCHES OR LE,IC,Invest Cont,42700,Charlene,F,34,Yes,No,877887,Tiffani,M,40,Yes,6,No,3249,Cledith,F,13,3
200105205,19:00:00,Phone,FALSE,3,371,West LA,244,5500,9,910,KIDNAPPING,308,STICK,IC,Invest Cont,64170,Katelyn,F,6,Yes,Yes,2331055,Shania,M,32,Yes,3,No,7010,Syann,F,9,3
200105206,19:30:00,In-Person,FALSE,6,990,Hollenbeck,170,6686,5,740,VANDALISM - FELONY ($400 & OVE,200,KNIFE WITH BLADE 6INCHES OR LE,IC,Invest Cont,93242,Francisco,M,59,Yes,Yes,792987,Marcie,M,32,Yes,1,No,1024,Izreal,M,9,3
200105207,09:00:00,Phone,TRUE,1,223,West Valley,268,3950,8,740,VANDALISM - FELONY ($400 & OVE,200,KNIFE WITH BLADE 6INCHES OR LE,IC,Invest Cont,30037,Sofia,F,36,Yes,No,70804,Adolfo,M,41,Yes,4,No,1031,Kowen,M,13,3
200105208,01:00:00,In-Person,TRUE,2,322,Southwest,168,7800,8,745,VANDALISM - MISDEAMEANOR ($399,306,ROCK/THROWN OBJECT,IC,Invest Cont,99790,Garrett,M,33,Yes,Yes,1148845,Deja,M,31,No,0,No,3249,Cledith,F,13,3
200105211,02:50:00,Phone,TRUE,1,223,West Valley,268,3950,8,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,1582,Cora,F,56,Yes,No,1262937,Deidre,M,34,No,0,No,1031,Kowen,M,13,3
200105212,20:00:00,In-Person,FALSE,4,425,Rampart,165,8500,5,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,117531,Jordan,F,51,Yes,No,474293,Alvaro,M,41,No,0,No,4112,Rashae,F,14,3
200105214,01:00:00,Phone,TRUE,6,990,Hollenbeck,170,6686,5,626,INTIMATE PARTNER - SIMPLE ASSA,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,54791,Alejandro,M,46,Yes,Yes,157153,Anika,M,30,Yes,1,No,1024,Izreal,M,9,3
200105215,01:30:00,In-Person,FALSE,4,425,Rampart,165,8500,5,350,"THEFT, PERSON",221,GLASS,IC,Invest Cont,13787,Herman,M,31,Yes,Yes,1770485,Dayna,M,39,No,0,No,4112,Rashae,F,14,3
200105218,12:30:00,Phone,TRUE,7,1001,Hollywood,280,3200,8,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,35474,Jorge,M,52,Yes,Yes,1991443,Celina,M,34,No,0,No,3263,Lundon,F,9,3
200105219,02:55:00,Phone,TRUE,6,990,Hollenbeck,170,6686,5,230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,IC,Invest Cont,112470,Marcia,F,44,Yes,No,1446709,Deanne,M,35,No,0,No,1024,Izreal,M,9,3
200105221,01:30:00,Phone,FALSE,7,1001,Hollywood,280,3200,8,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,445,Grant,M,47,Yes,Yes,1098344,Donte,M,33,Yes,5,No,3263,Lundon,F,9,3
200105224,19:00:00,Phone,FALSE,7,1001,Hollywood,280,3200,8,510,VEHICLE - STOLEN,207,OTHER KNIFE,IC,Invest Cont,91459,Marlene,F,57,Yes,No,2061116,Kaydence,M,34,No,0,No,3263,Lundon,F,9,3
200105225,17:00:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,108075,Erika,F,38,Yes,No,100805,Tierra,M,40,No,0,No,2038,Veldon,M,11,3
200105226,21:00:00,In-Person,FALSE,3,336,Van Nuys,250,4149,9,220,ATTEMPTED ROBBERY,219,SCREWDRIVER,IC,Invest Cont,93623,Zoe,F,31,Yes,No,1099441,Lyndsey,M,32,No,0,No,2038,Veldon,M,11,3
200105227,21:15:00,Phone,TRUE,4,425,Rampart,165,8500,5,745,VANDALISM - MISDEAMEANOR ($399,306,ROCK/THROWN OBJECT,IC,Invest Cont,14145,Mackenzie,F,41,Yes,Yes,2130264,Gia,M,30,Yes,6,No,4112,Rashae,F,14,3
200105228,22:00:00,In-Person,TRUE,1,223,West Valley,268,3950,8,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,71174,Glen,M,39,Yes,Yes,1713032,Eddie,M,30,No,0,No,4111,Rakayla,F,8,3
200105232,08:40:00,Phone,TRUE,1,223,West Valley,268,3950,8,860,BATTERY WITH SEXUAL CONTACT,201,KNIFE WITH BLADE OVER 6 INCHES,IC,Invest Cont,74999,Viola,F,42,Yes,No,2230447,Kierra,M,33,Yes,1,No,1031,Kowen,M,13,3
200105235,07:25:00,Phone,TRUE,4,425,Rampart,165,8500,5,236,INTIMATE PARTNER - AGGRAVATED,205,KITCHEN KNIFE,AA,Adult Arrest,99749,Jake,M,52,Yes,Yes,93801,Dayton,M,33,Yes,3,No,4112,Rashae,F,14,3
200105237,09:30:00,Phone,TRUE,4,425,Rampart,165,8500,5,930,CRIMINAL THREATS - NO WEAPON D,212,BOTTLE,IC,Invest Cont,14284,Mattie,F,6,Yes,Yes,1531852,Rhiannon,M,33,Yes,4,No,1033,Niki,M,14,3
200105238,18:20:00,In-Person,FALSE,3,336,Van Nuys,250,4149,9,761,BRANDISH WEAPON,307,VEHICLE,IC,Invest Cont,78560,Nina,F,36,Yes,No,1283073,Forest,M,32,Yes,3,No,1025,Jeret,M,14,3
200105240,19:00:00,Phone,FALSE,2,261,77th Street,150,8889,9,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,52256,Claudia,F,55,Yes,No,202172,Denny,M,39,No,0,No,3249,Cledith,F,13,3
200105241,02:00:00,In-Person,FALSE,1,223,West Valley,268,3950,8,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,122377,Lester,M,31,Yes,Yes,1736749,Edwina,M,33,No,0,No,1031,Kowen,M,13,3
200105244,17:00:00,In-Person,FALSE,3,336,Van Nuys,250,4149,9,910,KIDNAPPING,308,STICK,IC,Invest Cont,28888,Kaylee,F,6,Yes,No,1579173,Jerri,M,33,Yes,3,No,2038,Veldon,M,11,3
200105247,08:35:00,In-Person,TRUE,2,322,Southwest,168,7800,8,930,CRIMINAL THREATS - NO WEAPON D,212,BOTTLE,IC,Invest Cont,116246,Tanya,F,48,Yes,Yes,1158604,Braylon,M,40,No,0,No,4001,Lynnie,F,10,3
200105249,01:00:00,Phone,TRUE,1,223,West Valley,268,3950,8,420,THEFT FROM MOTOR VEHICLE - PET,506,FIRE,IC,Invest Cont,24737,Andre,M,33,Yes,Yes,804963,Aspen,M,41,Yes,3,No,1031,Kowen,M,13,3
200105255,15:30:00,In-Person,FALSE,1,223,West Valley,268,3950,8,343,SHOPLIFTING-GRAND THEFT ($950.,116,ANTIQUE FIREARM,IC,Invest Cont,119519,Alexa,F,46,Yes,Yes,1947962,Hans,M,31,Yes,2,No,1031,Kowen,M,13,3
200105259,23:50:00,In-Person,TRUE,2,322,Southwest,168,7800,8,236,INTIMATE PARTNER - AGGRAVATED,205,KITCHEN KNIFE,AA,Adult Arrest,5046,Jennie,F,31,Yes,Yes,2140774,Carlene,M,34,No,0,No,4001,Lynnie,F,10,3
200105262,01:00:00,In-Person,TRUE,5,887,Newton,275,3409,12,230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,IC,Invest Cont,64373,Gene,M,6,Yes,No,862205,Jeffry,M,31,No,0,No,5245,Scotlynn,F,9,3
200105263,19:00:00,In-Person,TRUE,4,425,Rampart,165,8500,5,310,BURGLARY,113,SIMULATED GUN,IC,Invest Cont,72624,Sam,M,54,Yes,No,2074235,Rosella,M,36,Yes,2,No,4112,Rashae,F,14,3
200105264,01:00:00,Phone,TRUE,3,336,Van Nuys,250,4149,9,230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,IC,Invest Cont,20107,Marissa,F,51,Yes,No,584120,Lelia,M,40,Yes,6,No,1025,Jeret,M,14,3
200105265,23:30:00,In-Person,TRUE,3,371,West LA,244,5500,9,230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,IC,Invest Cont,4358,Colton,M,49,Yes,Yes,2344715,Deshawn,M,33,No,0,No,1025,Jeret,M,14,3
200105266,23:30:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,IC,Invest Cont,26278,Spencer,M,51,Yes,Yes,1506966,Madisyn,M,36,Yes,7,No,1025,Jeret,M,14,3
200105267,08:00:00,Phone,FALSE,1,223,West Valley,268,3950,8,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,83882,Eli,M,57,Yes,No,359601,Harris,M,41,No,0,No,1031,Kowen,M,13,3
200105268,19:30:00,Phone,FALSE,4,425,Rampart,165,8500,5,420,THEFT FROM MOTOR VEHICLE - PET,506,FIRE,IC,Invest Cont,100808,Alison,F,42,Yes,No,121965,Luann,M,39,Yes,4,No,4112,Rashae,F,14,3
200105269,15:00:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,480,BIKE - STOLEN,504,DEMAND NOTE,IC,Invest Cont,52003,Caitlin,F,53,Yes,No,142680,Jett,M,41,Yes,3,No,2038,Veldon,M,11,3
200105270,15:00:00,Phone,TRUE,2,323,Northeast,255,4100,9,480,BIKE - STOLEN,504,DEMAND NOTE,IC,Invest Cont,7400,Harvey,M,57,Yes,No,2274418,Alden,M,34,No,0,No,4001,Lynnie,F,10,3
200105271,23:54:00,Phone,TRUE,7,1001,Hollywood,280,3200,8,442,SHOPLIFTING - PETTY THEFT ($95,400,"STRONG-ARM (HANDS, FIST, FEET ",IC,Invest Cont,52451,Tonya,F,56,Yes,Yes,1839861,Ester,M,37,Yes,7,No,7100,Varnika,F,12,3
200105273,13:30:00,In-Person,FALSE,4,425,Rampart,165,8500,5,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,20532,Priscilla,F,46,Yes,No,1878369,Reyna,M,31,No,0,No,3250,Courtnei,F,14,3
200105275,11:45:00,Phone,FALSE,4,425,Rampart,165,8500,5,626,INTIMATE PARTNER - SIMPLE ASSA,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,57732,Addison,F,19,Yes,Yes,942162,Denver,M,35,Yes,7,No,4112,Rashae,F,14,3
200105276,13:00:00,Phone,TRUE,2,261,77th Street,150,8889,9,740,VANDALISM - FELONY ($400 & OVE,200,KNIFE WITH BLADE 6INCHES OR LE,AA,Adult Arrest,50909,Isabel,F,41,Yes,Yes,562465,Cohen,M,41,Yes,6,No,4011,Nyiesha,F,9,3
200105277,14:40:00,Phone,FALSE,4,425,Rampart,165,8500,5,420,THEFT FROM MOTOR VEHICLE - PET,506,FIRE,IC,Invest Cont,73080,Angelina,F,34,Yes,Yes,816573,Minerva,F,31,No,0,No,3250,Courtnei,F,14,3
200105278,01:00:00,In-Person,FALSE,3,371,West LA,244,5500,9,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,104668,Brayden,M,19,Yes,No,609794,Vivienne,F,37,No,0,No,1025,Jeret,M,14,3
200105280,20:15:00,Phone,FALSE,4,425,Rampart,165,8500,5,745,VANDALISM - MISDEAMEANOR ($399,306,ROCK/THROWN OBJECT,IC,Invest Cont,106992,Sophie,F,19,Yes,Yes,534203,Hailee,F,36,Yes,4,No,2036,Tasean,M,8,3
200105281,03:00:00,Phone,TRUE,1,223,West Valley,268,3950,8,350,"THEFT, PERSON",221,GLASS,IC,Invest Cont,34869,Chester,M,34,Yes,No,852918,Quintin,M,33,Yes,6,No,1031,Kowen,M,13,3
200105282,07:35:00,Phone,TRUE,1,223,West Valley,268,3950,8,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,120784,Jeff,M,60,Yes,No,1392257,Elisha,F,40,Yes,5,No,1031,Kowen,M,13,3
200105283,19:45:00,In-Person,FALSE,3,336,Van Nuys,250,4149,9,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,109681,Casey,M,41,Yes,No,1235186,Wilmer,M,33,No,0,No,2038,Veldon,M,11,3
200105284,18:00:00,Phone,FALSE,2,261,77th Street,150,8889,9,210,ROBBERY,515,PHYSICAL PRESENCE,IC,Invest Cont,76390,Bryce,M,47,Yes,No,1745085,Lexie,F,36,Yes,7,No,1023,Everrett,M,12,3
200105287,11:20:00,In-Person,TRUE,1,223,West Valley,268,3950,8,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,31516,Tristan,M,39,Yes,Yes,1011250,Maximiliano,M,41,No,0,No,2042,Amilah,F,12,3
200105288,12:50:00,Phone,FALSE,2,322,Southwest,168,7800,8,230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,IC,Invest Cont,37188,Gabriella,F,49,Yes,Yes,261652,Cheyanne,F,40,Yes,3,No,4001,Lynnie,F,10,3
200105289,17:00:00,Phone,TRUE,4,425,Rampart,165,8500,5,510,VEHICLE - STOLEN,207,OTHER KNIFE,IC,Invest Cont,114217,Taylor,M,44,Yes,Yes,243941,Alphonso,M,32,Yes,6,No,4112,Rashae,F,14,3
200105290,11:00:00,Phone,TRUE,3,336,Van Nuys,250,4149,9,888,TRESPASSING,501,BOMB THREAT,IC,Invest Cont,67617,Leslie,M,51,Yes,No,1593149,Rosanna,F,33,Yes,4,No,1025,Jeret,M,14,3
200105291,18:00:00,Phone,TRUE,4,425,Rampart,165,8500,5,740,VANDALISM - FELONY ($400 & OVE,200,KNIFE WITH BLADE 6INCHES OR LE,IC,Invest Cont,94818,Maggie,F,58,Yes,No,2035445,Rosanne,F,35,Yes,2,No,4112,Rashae,F,14,3
200105293,11:50:00,Phone,TRUE,7,1001,Hollywood,280,3200,8,341,THEFT-GRAND ($950.01 & OVER)EX,208,RAZOR,IC,Invest Cont,39383,Miranda,F,38,Yes,Yes,925163,Mary,M,34,No,0,No,7100,Varnika,F,12,3
200105294,12:00:00,In-Person,TRUE,3,371,West LA,244,5500,9,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,777,Darren,M,54,Yes,Yes,485066,Kieran,M,39,No,0,No,1025,Jeret,M,14,3
200105296,11:40:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,341,THEFT-GRAND ($950.01 & OVER)EX,208,RAZOR,IC,Invest Cont,105203,Delores,F,19,Yes,Yes,1771320,Jayme,F,36,Yes,1,No,7010,Syann,F,9,3
200105297,10:15:00,In-Person,TRUE,3,336,Van Nuys,250,4149,9,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,69574,Milton,M,37,Yes,Yes,1000038,Bryon,M,37,No,0,No,1025,Jeret,M,14,3
